Fe
   8.     56.00     3     2
  1.425698  1.425698   .280608  1.425698
   501    .020
    .0002404  -5.2682769  -6.3561807 -54.9507063  -9.1167665
    .0200000  -5.2626107  -6.3551501 -55.3212138  -9.1147394
    .0400000  -5.2221211  -6.3219547 -56.1854717  -9.0799425
    .0600000  -5.1400615  -6.2480455 -57.4743102  -9.0041999
    .0800000  -5.0413001  -6.1576378 -59.1175318  -8.9118484
    .1000000  -4.9379750  -6.0625095 -60.9912972  -8.8147223
    .1200000  -4.8352817  -5.9676320 -62.9273176  -8.7178173
    .1400000  -4.7364682  -5.8761089 -64.7218995  -8.6242423
    .1600000  -4.6440643  -5.7903710 -66.1483861  -8.5364221
    .1800000  -4.5601443  -5.7124191 -66.9740319  -8.4563440
    .2000000  -4.4863229  -5.6438094 -66.9808718  -8.3855467
    .2200000  -4.4236701  -5.5855683 -65.9916229  -8.3250341
    .2400000  -4.3726243  -5.5381039 -63.9002040  -8.2751878
    .2600000  -4.3329434  -5.5011574 -60.7034386  -8.2357187
    .2800000  -4.3037235  -5.4738204 -56.5266235  -8.2056838
    .3000000  -4.2835016  -5.4546335 -51.6315665  -8.1835866
    .3200000  -4.2704389  -5.4417657 -46.3944869  -8.1675571
    .3400000  -4.2625626  -5.4332517 -41.2466155  -8.1555903
    .3600000  -4.2580202  -5.4272433 -36.5850764  -8.1457979
    .3800000  -4.2552899  -5.4222188 -32.6814588  -8.1366188
    .4000000  -4.2532974  -5.4171016 -29.6261584  -8.1269366
    .4200000  -4.2514199  -5.4112684 -27.3350810  -8.1160875
    .4400000  -4.2493977  -5.4044632 -25.6141531  -8.1037733
    .4600000  -4.2472003  -5.3966648 -24.2465696  -8.0899294
    .4800000  -4.2448997  -5.3879589 -23.0611449  -8.0745962
    .5000000  -4.2425837  -5.3784486 -21.9590567  -8.0578315
    .5200000  -4.2403166  -5.3682126 -20.9035900  -8.0396685
    .5400000  -4.2381350  -5.3572985 -19.8934561  -8.0201105
    .5600000  -4.2360595  -5.3457337 -18.9383823  -7.9991419
    .5800000  -4.2341093  -5.3335390 -18.0458914  -7.9767419
