O
   6.     16.00     2     1
  0.515471  0.319391  0.515471
   501   0.020
   0.0007813  -1.3076237 -23.8004742 -12.2855161
   0.0200000  -1.2673830 -23.9335157 -12.2986353
   0.0400000  -1.1983029 -24.2159015 -12.3234717
   0.0600000  -1.1232908 -24.6235507 -12.3630155
   0.0800000  -1.0560481 -25.1373567 -12.4214005
   0.1000000  -1.0065142 -25.7289903 -12.5008288
   0.1200000  -0.9821656 -26.3595350 -12.6014764
   0.1400000  -0.9888890 -26.9796447 -12.7218938
   0.1600000  -1.0315034 -27.5306071 -12.8593634
   0.1800000  -1.1140056 -27.9466418 -13.0101297
   0.2000000  -1.2396349 -28.1588915 -13.1695432
   0.2200000  -1.4108332 -28.1014060 -13.3321703
   0.2400000  -1.6291504 -27.7190717 -13.4919071
   0.2600000  -1.8951265 -26.9769059 -13.6421204
   0.2800000  -2.2081730 -25.8694185 -13.7758263
   0.3000000  -2.5664653 -24.4279822 -13.8859115
   0.3200000  -2.9668565 -22.7235621 -13.9653902
   0.3400000  -3.4048208 -20.8622647 -14.0076879
   0.3600000  -3.8744378 -18.9723435 -14.0069387
   0.3800000  -4.3684288 -17.1838465 -13.9582859
   0.4000000  -4.8782675 -15.6052079 -13.8581713
   0.4200000  -5.3943722 -14.3035261 -13.7046022
   0.4400000  -5.9063879 -13.2951215 -13.4973743
   0.4600000  -6.4035467 -12.5497013 -13.2382260
   0.4800000  -6.8750919 -12.0061871 -12.9308943
   0.5000000  -7.3107389 -11.5937110 -12.5810482
   0.5200000  -7.7011490 -11.2500944 -12.1960884
   0.5400000  -8.0383872 -10.9324604 -11.7848018
   0.5600000  -8.3163188 -10.6187265 -11.3568883
   0.5800000  -8.5309440 -10.3028865 -10.9223911
   0.6000000  -8.6805865  -9.9877995 -10.4910741
   0.6200000  -8.7659783  -9.6791312 -10.0718045
   0.6400000  -8.7901660  -9.3817471  -9.6720173
   0.6600000  -8.7582688  -9.0984820  -9.2973213
   0.6800000  -8.6771110  -8.8303047  -8.9512755
   0.7000000  -8.5547282  -8.5769898  -8.6353874
   0.7200000  -8.3998114  -8.3377307  -8.3493059
   0.7400000  -8.2211384  -8.1115262  -8.0911685
   0.7600000  -8.0270420  -7.8973709  -7.8580494
   0.7800000  -7.8249664  -7.6943276  -7.6464395
   0.8000000  -7.6211511  -7.5015443  -7.4526922
   0.8200000  -7.4204615  -7.3182519  -7.2733828
   0.8400000  -7.2263669  -7.1437566  -7.1055537
   0.8600000  -7.0410440  -6.9774312  -6.9468387
   0.8800000  -6.8655734  -6.8187075  -6.7954806
