'B'
   3.     11.00     2     1
  0.909309  0.621179  0.909309
   501   0.020
   0.0012500  -0.3667523  -6.4243733  -3.4729050
   0.0200000  -0.3614434  -6.4384797  -3.4753927
   0.0400000  -0.3524185  -6.4673939  -3.4805153
   0.0600000  -0.3419627  -6.5082193  -3.4879064
   0.0800000  -0.3310298  -6.5599213  -3.4975069
   0.1000000  -0.3202387  -6.6215732  -3.5092688
   0.1200000  -0.3100554  -6.6921754  -3.5231336
   0.1400000  -0.3008658  -6.7706101  -3.5390308
   0.1600000  -0.2930116  -6.8556242  -3.5568779
   0.1800000  -0.2868084  -6.9458170  -3.5765802
   0.2000000  -0.2825559  -7.0396300  -3.5980296
   0.2200000  -0.2805417  -7.1353373  -3.6211021
   0.2400000  -0.2810430  -7.2310402  -3.6456560
   0.2600000  -0.2843259  -7.3246658  -3.6715291
   0.2800000  -0.2906441  -7.4139732  -3.6985373
   0.3000000  -0.3002365  -7.4965675  -3.7264731
   0.3200000  -0.3133250  -7.5699238  -3.7551042
   0.3400000  -0.3301119  -7.6314221  -3.7841738
   0.3600000  -0.3507772  -7.6783941  -3.8134010
   0.3800000  -0.3754761  -7.7081825  -3.8424816
   0.4000000  -0.4043371  -7.7182119  -3.8710899
   0.4200000  -0.4374593  -7.7060721  -3.8988819
   0.4400000  -0.4749105  -7.6696106  -3.9254978
   0.4600000  -0.5167261  -7.6070329  -3.9505664
   0.4800000  -0.5629068  -7.5170072  -3.9737096
   0.5000000  -0.6134180  -7.3987673  -3.9945473
   0.5200000  -0.6681884  -7.2522109  -4.0127034
   0.5400000  -0.7271095  -7.0779789  -4.0278114
   0.5600000  -0.7900344  -6.8775192  -4.0395205
   0.5800000  -0.8567773  -6.6531130  -4.0475017
   0.6000000  -0.9271124  -6.4078680  -4.0514532
   0.6200000  -1.0007731  -6.1456588  -4.0511055
   0.6400000  -1.0774506  -5.8710266  -4.0462263
   0.6600000  -1.1567930  -5.5890182  -4.0366238
   0.6800000  -1.2384047  -5.3049856  -4.0221499
   0.7000000  -1.3218461  -5.0243460  -4.0027025
   0.7200000  -1.4066347  -4.7523197  -3.9782276
   0.7400000  -1.4922473  -4.4936667  -3.9487205
   0.7600000  -1.5781243  -4.2524426  -3.9142279
   0.7800000  -1.6636754  -4.0317967  -3.8748485
   0.8000000  -1.7482870  -3.8338311  -3.8307345
   0.8200000  -1.8313313  -3.6595368  -3.7820921
   0.8400000  -1.9121766  -3.5088119  -3.7291813
   0.8600000  -1.9901978  -3.3805601  -3.6723146
   0.8800000  -2.0647880  -3.2728575  -3.6118549
   0.9000000  -2.1353694  -3.1831688  -3.5482112
   0.9200000  -2.2014039  -3.1085892  -3.4818336
   0.9400000  -2.2624034  -3.0460865  -3.4132063
   0.9600000  -2.3179388  -2.9927203  -3.3428392
   0.9800000  -2.3676477  -2.9458181  -3.2712587
   1.0000000  -2.4112412  -2.9030994  -3.1989974
   1.0200000  -2.4485088  -2.8627453  -3.1265837
   1.0400000  -2.4793226  -2.8234190  -3.0545301
   1.0600000  -2.5036392  -2.7842318  -2.9833230
   1.0800000  -2.5214982  -2.7446799  -2.9134128
   1.1000000  -2.5330209  -2.7045673  -2.8452057
   1.1200000  -2.5384079  -2.6639263  -2.7790553
   1.1400000  -2.5379335  -2.6229311  -2.7152560
   1.1600000  -2.5319370  -2.5818276  -2.6540415
