In
3.000000 115.000000 3
1.285262 1.690927 1.760741 1.690927 
501 0.020000
  0.00000510   5.02141239  -0.62465356   2.71771800  -2.49823009
  0.02000000   5.02346101  -0.53911492  -0.78179759  -2.34587268
  0.04000000   5.02082514  -0.53935073  -0.79098208  -2.34881849
  0.06000000   5.01072206  -0.54075329  -0.80278167  -2.35343254
  0.08000000   4.99234952  -0.54345569  -0.81666213  -2.35964997
  0.10000000   4.96552356  -0.54746599  -0.83230974  -2.36737747
  0.12000000   4.93035053  -0.55273796  -0.84950924  -2.37650967
  0.14000000   4.88712177  -0.55919223  -0.86809945  -2.38693181
  0.16000000   4.83622788  -0.56673552  -0.88795325  -2.39852813
  0.18000000   4.77809451  -0.57527523  -0.90896702  -2.41118969
  0.20000000   4.71317400  -0.58471940  -0.93105370  -2.42481224
  0.22000000   4.64193752  -0.59497678  -0.95413821  -2.43929507
  0.24000000   4.56483520  -0.60596631  -0.97815522  -2.45454733
  0.26000000   4.48226297  -0.61762518  -1.00304754  -2.47049358
  0.28000000   4.39456087  -0.62990850  -1.02876463  -2.48707320
  0.30000000   4.30203352  -0.64278279  -1.05526085  -2.50423494
  0.32000000   4.20497665  -0.65621758  -1.08249390  -2.52193035
  0.34000000   4.10369853  -0.67017832  -1.11042359  -2.54010810
  0.36000000   3.99853135  -0.68462194  -1.13901083  -2.55871047
  0.38000000   3.88983154  -0.69949580  -1.16821707  -2.57767238
  0.40000000   3.77797048  -0.71473941  -1.19800403  -2.59692267
  0.42000000   3.66331883  -0.73028855  -1.22833370  -2.61638711
  0.44000000   3.54622835  -0.74608034  -1.25916844  -2.63599230
  0.46000000   3.42701607  -0.76205823  -1.29047123  -2.65566936
  0.48000000   3.30595517  -0.77817516  -1.32220569  -2.67535640
  0.50000000   3.18327605  -0.79439385  -1.35433604  -2.69499867
  0.52000000   3.05917780  -0.81068380  -1.38682668  -2.71454624
  0.54000000   2.93384624  -0.82701603  -1.41964166  -2.73395001
  0.56000000   2.80747131  -0.84335767  -1.45274406  -2.75315750
  0.58000000   2.68025744  -0.85966864  -1.48609555  -2.77211032
  0.60000000   2.55242374  -0.87590150  -1.51965625  -2.79074401
  0.62000000   2.42419638  -0.89200400  -1.55338484  -2.80899001
  0.64000000   2.29579749  -0.90792303  -1.58723873  -2.82677872
  0.66000000   2.16743491  -0.92360852  -1.62117443  -2.84404243
  0.68000000   2.03929526  -0.93901646  -1.65514768  -2.86071771
  0.70000000   1.91154069  -0.95411076  -1.68911368  -2.87674686
  0.72000000   1.78430881  -0.96886408  -1.72302706  -2.89207851
  0.74000000   1.65771497  -0.98325780  -1.75684196  -2.90666776
  0.76000000   1.53185569  -0.99728149  -1.79051194  -2.92047570
  0.78000000   1.40681285  -1.01093213  -1.82398995  -2.93346893
  0.80000000   1.28265780  -1.02421302  -1.85722820  -2.94561876
  0.82000000   1.15945545  -1.03713282  -1.89017816  -2.95690053
  0.84000000   1.03726780  -1.04970448  -1.92279042  -2.96729285
  0.86000000   0.91615711  -1.06194430  -1.95501465  -2.97677698
  0.88000000   0.79618842  -1.07387106  -1.98679954  -2.98533619
  0.90000000   0.67743167  -1.08550524  -2.01809276  -2.99295530
  0.92000000   0.55996325  -1.09686835  -2.04884089  -2.99962019
  0.94000000   0.44386707  -1.10798234  -2.07898945  -3.00531747
  0.96000000   0.32923523  -1.11886909  -2.10848284  -3.01003420
  0.98000000   0.21616831  -1.12955002  -2.13726437  -3.01375763
  1.00000000   0.10477528  -1.14004575  -2.16527627  -3.01647512
  1.02000000  -0.00482683  -1.15037581  -2.19245971  -3.01817398
  1.04000000  -0.11251360  -1.16055846  -2.21875483  -3.01884143
  1.06000000  -0.21815404  -1.17061047  -2.24410082  -3.01846461
  1.08000000  -0.32161165  -1.18054707  -2.26843597  -3.01703061
  1.10000000  -0.42274557  -1.19038180  -2.29169777  -3.01452648
  1.12000000  -0.52141195  -1.20012647  -2.31382299  -3.01093941
  1.14000000  -0.61746535  -1.20979114  -2.33474779  -3.00625675
  1.16000000  -0.71076021  -1.21938412  -2.35440787  -3.00046618
  1.18000000  -0.80115242  -1.22891191  -2.37273864  -2.99355588
  1.20000000  -0.88850083  -1.23837929  -2.38967533  -2.98551465
  1.22000000  -0.97266886  -1.24778928  -2.40515323  -2.97633207
  1.24000000  -1.05352602  -1.25714321  -2.41910789  -2.96599874
  1.26000000  -1.13094942  -1.26644075  -2.43147533  -2.95450639
  1.28000000  -1.20482523  -1.27567993  -2.44219234  -2.94184813
  1.30000000  -1.27505002  -1.28485722  -2.45119672  -2.92801861
  1.32000000  -1.34153211  -1.29396754  -2.45842763  -2.91301420
  1.34000000  -1.40419267  -1.30300434  -2.46382587  -2.89683323
  1.36000000  -1.46296683  -1.31195963  -2.46733430  -2.87947616
  1.38000000  -1.51780457  -1.32082406  -2.46889820  -2.86094576
  1.40000000  -1.56867152  -1.32958695  -2.46846570  -2.84124732
  1.42000000  -1.61554953  -1.33823640  -2.46598822  -2.82038885
  1.44000000  -1.65843713  -1.34675928  -2.46142095  -2.79838120
  1.46000000  -1.69734981  -1.35514139  -2.45472335  -2.77523830
  1.48000000  -1.73232008  -1.36336747  -2.44585971  -2.75097728
  1.50000000  -1.76339737  -1.37142130  -2.43479964  -2.72561864
  1.52000000  -1.79064777  -1.37928582  -2.42151872  -2.69918637
  1.54000000  -1.81415354  -1.38694315  -2.40599905  -2.67170808
  1.56000000  -1.83401247  -1.39437478  -2.38822986  -2.64321511
  1.58000000  -1.85033704  -1.40156159  -2.36820814  -2.61374259
