O
   6.     16.00     2     1
  1.150000  1.150000  1.150000
   501    .020
0.000000  -5.991780 -18.676555 -14.245765
0.020000  -5.988490 -18.672449 -14.242024
0.040000  -5.977673 -18.661722 -14.231258
0.060000  -5.960928 -18.643845 -14.213902
0.080000  -5.939853 -18.618431 -14.190468
0.100000  -5.916044 -18.585249 -14.161554
0.120000  -5.891100 -18.543881 -14.127657
0.140000  -5.866619 -18.492874 -14.088688
0.160000  -5.844199 -18.430424 -14.044358
0.180000  -5.825322 -18.354502 -13.994181
0.200000  -5.811316 -18.262771 -13.937397
0.220000  -5.803459 -18.152839 -13.873178
0.240000  -5.802871 -18.022173 -13.800482
0.260000  -5.810621 -17.868212 -13.718210
0.280000  -5.827616 -17.688779 -13.625343
0.300000  -5.854569 -17.482152 -13.520950
0.320000  -5.892162 -17.246689 -13.404122
0.340000  -5.940821 -16.981338 -13.274083
0.360000  -6.000797 -16.685460 -13.130154
0.380000  -6.072198 -16.358791 -12.971782
0.400000  -6.154776 -16.002018 -12.798736
0.420000  -6.248171 -15.616084 -12.610878
0.440000  -6.351585 -15.202851 -12.408406
0.460000  -6.464006 -14.764621 -12.191681
0.480000  -6.584240 -14.304054 -11.961234
0.500000  -6.710523 -13.824934 -11.718117
0.520000  -6.840956 -13.331272 -11.463495
0.540000  -6.973352 -12.827156 -11.198633
0.560000  -7.105345 -12.316724 -10.924856
0.580000  -7.234461 -11.804307 -10.643649
0.600000  -7.357813 -11.295011 -10.357106
0.620000  -7.472447 -10.793962 -10.067410
0.640000  -7.575627 -10.305131 -9.776314
0.660000  -7.664715 -9.832002 -9.485402
0.680000  -7.737181 -9.378070 -9.196473
0.700000  -7.790604 -8.946832 -8.911561
0.720000  -7.822730 -8.541585 -8.632672
0.740000  -7.832073 -8.164637 -8.361603
0.760000  -7.817387 -7.817994 -8.100093
0.780000  -7.777939 -7.503088 -7.849663
0.800000  -7.714131 -7.220090 -7.611366
0.820000  -7.626520 -6.968998 -7.386190
0.840000  -7.516177 -6.749263 -7.174863
0.860000  -7.385149 -6.559304 -6.977620
0.880000  -7.235946 -6.397176 -6.794548
0.900000  -7.071935 -6.260320 -6.625517
0.920000  -6.896723 -6.145842 -6.470176
0.940000  -6.714397 -6.049765 -6.327368
0.960000  -6.529174 -5.967819 -6.195715
0.980000  -6.345266 -5.895735 -6.073836
1.000000  -6.166656 -5.829199 -5.960110
1.020000  -5.997086 -5.763846 -5.852667
1.040000  -5.839948 -5.695613 -5.749679
1.060000  -5.697174 -5.621736 -5.649581
1.080000  -5.570261 -5.539857 -5.550897
1.100000  -5.458393 -5.450188 -5.453077
1.120000  -5.357417 -5.356652 -5.356904
1.140000  -5.263033 -5.263337 -5.263239
1.160000  -5.172587 -5.172518 -5.172540
1.180000  -5.085025 -5.084811 -5.084880
1.200000  -5.000199 -5.000086 -5.000122
1.220000  -4.918089 -4.918111 -4.918104
1.240000  -4.838652 -4.838710 -4.838692
1.260000  -4.761794 -4.761825 -4.761815
1.280000  -4.687416 -4.687414 -4.687415
1.300000  -4.615392 -4.615388 -4.615390
1.320000  -4.545525 -4.545528 -4.545527
1.340000  -4.477680 -4.477684 -4.477683
1.360000  -4.411809 -4.411811 -4.411810
1.380000  -4.347868 -4.347867 -4.347867
1.400000  -4.285788 -4.285788 -4.285788
1.420000  -4.225447 -4.225447 -4.225447
1.440000  -4.166743 -4.166743 -4.166743
1.460000  -4.109627 -4.109627 -4.109627
1.480000  -4.054051 -4.054051 -4.054051
1.500000  -3.999973 -3.999973 -3.999973
1.520000  -3.947356 -3.947356 -3.947356
1.540000  -3.896159 -3.896159 -3.896159
1.560000  -3.846269 -3.846269 -3.846269
1.580000  -3.797569 -3.797569 -3.797569
1.600000  -3.750052 -3.750052 -3.750052
1.620000  -3.703733 -3.703733 -3.703733
1.640000  -3.658571 -3.658571 -3.658571
1.660000  -3.614517 -3.614517 -3.614517
1.680000  -3.571517 -3.571517 -3.571517
1.700000  -3.529518 -3.529518 -3.529518
1.720000  -3.488463 -3.488463 -3.488463
1.740000  -3.448301 -3.448301 -3.448301
1.760000  -3.409031 -3.409031 -3.409031
1.780000  -3.370679 -3.370679 -3.370679
1.800000  -3.333238 -3.333238 -3.333238
1.820000  -3.296667 -3.296667 -3.296667
1.840000  -3.260910 -3.260910 -3.260910
1.860000  -3.225880 -3.225880 -3.225880
1.880000  -3.191512 -3.191512 -3.191512
1.900000  -3.157843 -3.157843 -3.157843
1.920000  -3.124925 -3.124925 -3.124925
1.940000  -3.092734 -3.092734 -3.092734
1.960000  -3.061199 -3.061199 -3.061199
1.980000  -3.030274 -3.030274 -3.030274
2.000000  -2.999967 -2.999967 -2.999967
2.020000  -2.970289 -2.970289 -2.970289
2.040000  -2.941204 -2.941204 -2.941204
2.060000  -2.912664 -2.912664 -2.912664
2.080000  -2.884637 -2.884637 -2.884637
2.100000  -2.857137 -2.857137 -2.857137
2.120000  -2.830183 -2.830183 -2.830183
2.140000  -2.803758 -2.803758 -2.803758
2.160000  -2.777824 -2.777824 -2.777824
2.180000  -2.752347 -2.752347 -2.752347
2.200000  -2.727320 -2.727320 -2.727320
2.220000  -2.702742 -2.702742 -2.702742
2.240000  -2.678612 -2.678612 -2.678612
2.260000  -2.654913 -2.654913 -2.654913
2.280000  -2.631630 -2.631630 -2.631630
2.300000  -2.608748 -2.608748 -2.608748
2.320000  -2.586252 -2.586252 -2.586252
2.340000  -2.564125 -2.564125 -2.564125
2.360000  -2.542365 -2.542365 -2.542365
2.380000  -2.520976 -2.520976 -2.520976
2.400000  -2.499961 -2.499961 -2.499961
2.420000  -2.479313 -2.479313 -2.479313
2.440000  -2.459013 -2.459013 -2.459013
2.460000  -2.439039 -2.439039 -2.439039
2.480000  -2.419379 -2.419379 -2.419379
2.500000  -2.400023 -2.400023 -2.400023
2.520000  -2.380962 -2.380962 -2.380962
2.540000  -2.362194 -2.362194 -2.362194
2.560000  -2.343720 -2.343720 -2.343720
2.580000  -2.325543 -2.325543 -2.325543
2.600000  -2.307661 -2.307661 -2.307661
2.620000  -2.290059 -2.290059 -2.290059
2.640000  -2.272720 -2.272720 -2.272720
2.660000  -2.255634 -2.255634 -2.255634
2.680000  -2.238795 -2.238795 -2.238795
2.700000  -2.222203 -2.222203 -2.222203
2.720000  -2.205856 -2.205856 -2.205856
2.740000  -2.189751 -2.189751 -2.189751
2.760000  -2.173884 -2.173884 -2.173884
2.780000  -2.158251 -2.158251 -2.158251
2.800000  -2.142848 -2.142848 -2.142848
2.820000  -2.127665 -2.127665 -2.127665
2.840000  -2.112694 -2.112694 -2.112694
2.860000  -2.097924 -2.097924 -2.097924
2.880000  -2.083353 -2.083353 -2.083353
2.900000  -2.068976 -2.068976 -2.068976
2.920000  -2.054793 -2.054793 -2.054793
2.940000  -2.040801 -2.040801 -2.040801
2.960000  -2.027001 -2.027001 -2.027001
2.980000  -2.013393 -2.013393 -2.013393
3.000000  -1.999976 -1.999976 -1.999976
3.020000  -1.986747 -1.986747 -1.986747
3.040000  -1.973696 -1.973696 -1.973696
3.060000  -1.960811 -1.960811 -1.960811
3.080000  -1.948084 -1.948084 -1.948084
3.100000  -1.935510 -1.935510 -1.935510
3.120000  -1.923094 -1.923094 -1.923094
3.140000  -1.910837 -1.910837 -1.910837
3.160000  -1.898739 -1.898739 -1.898739
3.180000  -1.886797 -1.886797 -1.886797
3.200000  -1.875007 -1.875007 -1.875007
3.220000  -1.863363 -1.863363 -1.863363
3.240000  -1.851861 -1.851861 -1.851861
3.260000  -1.840498 -1.840498 -1.840498
3.280000  -1.829273 -1.829273 -1.829273
3.300000  -1.818186 -1.818186 -1.818186
3.320000  -1.807233 -1.807233 -1.807233
3.340000  -1.796415 -1.796415 -1.796415
3.360000  -1.785725 -1.785725 -1.785725
3.380000  -1.775163 -1.775163 -1.775163
3.400000  -1.764725 -1.764725 -1.764725
3.420000  -1.754407 -1.754407 -1.754407
3.440000  -1.744208 -1.744208 -1.744208
3.460000  -1.734125 -1.734125 -1.734125
3.480000  -1.724154 -1.724154 -1.724154
3.500000  -1.714295 -1.714295 -1.714295
3.520000  -1.704546 -1.704546 -1.704546
3.540000  -1.694907 -1.694907 -1.694907
3.560000  -1.685378 -1.685378 -1.685378
3.580000  -1.675960 -1.675960 -1.675960
3.600000  -1.666648 -1.666648 -1.666648
3.620000  -1.657442 -1.657442 -1.657442
3.640000  -1.648339 -1.648339 -1.648339
3.660000  -1.639335 -1.639335 -1.639335
3.680000  -1.630429 -1.630429 -1.630429
3.700000  -1.621619 -1.621619 -1.621619
3.720000  -1.612902 -1.612902 -1.612902
3.740000  -1.604278 -1.604278 -1.604278
3.760000  -1.595743 -1.595743 -1.595743
3.780000  -1.587299 -1.587299 -1.587299
3.800000  -1.578942 -1.578942 -1.578942
3.820000  -1.570673 -1.570673 -1.570673
3.840000  -1.562490 -1.562490 -1.562490
3.860000  -1.554392 -1.554392 -1.554392
3.880000  -1.546378 -1.546378 -1.546378
3.900000  -1.538447 -1.538447 -1.538447
3.920000  -1.530596 -1.530596 -1.530596
3.940000  -1.522827 -1.522827 -1.522827
3.960000  -1.515137 -1.515137 -1.515137
3.980000  -1.507524 -1.507524 -1.507524
4.000000  -1.499988 -1.499988 -1.499988
4.020000  -1.492527 -1.492527 -1.492527
4.040000  -1.485140 -1.485140 -1.485140
4.060000  -1.477825 -1.477825 -1.477825
4.080000  -1.470582 -1.470582 -1.470582
4.100000  -1.463409 -1.463409 -1.463409
4.120000  -1.456306 -1.456306 -1.456306
4.140000  -1.449270 -1.449270 -1.449270
4.160000  -1.442301 -1.442301 -1.442301
4.180000  -1.435400 -1.435400 -1.435400
4.200000  -1.428565 -1.428565 -1.428565
4.220000  -1.421795 -1.421795 -1.421795
4.240000  -1.415090 -1.415090 -1.415090
4.260000  -1.408449 -1.408449 -1.408449
4.280000  -1.401872 -1.401872 -1.401872
4.300000  -1.395356 -1.395356 -1.395356
4.320000  -1.388900 -1.388900 -1.388900
4.340000  -1.382502 -1.382502 -1.382502
4.360000  -1.376160 -1.376160 -1.376160
4.380000  -1.369873 -1.369873 -1.369873
4.400000  -1.363643 -1.363643 -1.363643
4.420000  -1.357468 -1.357468 -1.357468
4.440000  -1.351349 -1.351349 -1.351349
4.460000  -1.345287 -1.345287 -1.345287
4.480000  -1.339282 -1.339282 -1.339282
4.500000  -1.333331 -1.333331 -1.333331
4.520000  -1.327435 -1.327435 -1.327435
4.540000  -1.321592 -1.321592 -1.321592
4.560000  -1.315799 -1.315799 -1.315799
4.580000  -1.310056 -1.310056 -1.310056
4.600000  -1.304361 -1.304361 -1.304361
4.620000  -1.298714 -1.298714 -1.298714
4.640000  -1.293114 -1.293114 -1.293114
4.660000  -1.287562 -1.287562 -1.287562
4.680000  -1.282057 -1.282057 -1.282057
4.700000  -1.276598 -1.276598 -1.276598
4.720000  -1.271186 -1.271186 -1.271186
4.740000  -1.265820 -1.265820 -1.265820
4.760000  -1.260500 -1.260500 -1.260500
4.780000  -1.255224 -1.255224 -1.255224
4.800000  -1.249994 -1.249994 -1.249994
4.820000  -1.244808 -1.244808 -1.244808
4.840000  -1.239667 -1.239667 -1.239667
4.860000  -1.234568 -1.234568 -1.234568
4.880000  -1.229512 -1.229512 -1.229512
4.900000  -1.224497 -1.224497 -1.224497
4.920000  -1.219521 -1.219521 -1.219521
4.940000  -1.214584 -1.214584 -1.214584
4.960000  -1.209685 -1.209685 -1.209685
4.980000  -1.204825 -1.204825 -1.204825
5.000000  -1.200003 -1.200003 -1.200003
5.020000  -1.195220 -1.195220 -1.195220
5.040000  -1.190475 -1.190475 -1.190475
5.060000  -1.185768 -1.185768 -1.185768
5.080000  -1.181099 -1.181099 -1.181099
5.100000  -1.176468 -1.176468 -1.176468
5.120000  -1.171874 -1.171874 -1.171874
5.140000  -1.167317 -1.167317 -1.167317
5.160000  -1.162793 -1.162793 -1.162793
5.180000  -1.158305 -1.158305 -1.158305
5.200000  -1.153849 -1.153849 -1.153849
5.220000  -1.149428 -1.149428 -1.149428
5.240000  -1.145039 -1.145039 -1.145039
5.260000  -1.140683 -1.140683 -1.140683
5.280000  -1.136362 -1.136362 -1.136362
5.300000  -1.132073 -1.132073 -1.132073
5.320000  -1.127816 -1.127816 -1.127816
5.340000  -1.123594 -1.123594 -1.123594
5.360000  -1.119403 -1.119403 -1.119403
5.380000  -1.115244 -1.115244 -1.115244
5.400000  -1.111115 -1.111115 -1.111115
5.420000  -1.107017 -1.107017 -1.107017
5.440000  -1.102947 -1.102947 -1.102947
5.460000  -1.098907 -1.098907 -1.098907
5.480000  -1.094895 -1.094895 -1.094895
5.500000  -1.090910 -1.090910 -1.090910
5.520000  -1.086955 -1.086955 -1.086955
5.540000  -1.083028 -1.083028 -1.083028
5.560000  -1.079130 -1.079130 -1.079130
5.580000  -1.075260 -1.075260 -1.075260
5.600000  -1.071419 -1.071419 -1.071419
5.620000  -1.067607 -1.067607 -1.067607
5.640000  -1.063822 -1.063822 -1.063822
5.660000  -1.060065 -1.060065 -1.060065
5.680000  -1.056334 -1.056334 -1.056334
5.700000  -1.052630 -1.052630 -1.052630
5.720000  -1.048951 -1.048951 -1.048951
5.740000  -1.045297 -1.045297 -1.045297
5.760000  -1.041667 -1.041667 -1.041667
5.780000  -1.038063 -1.038063 -1.038063
5.800000  -1.034482 -1.034482 -1.034482
5.820000  -1.030925 -1.030925 -1.030925
5.840000  -1.027394 -1.027394 -1.027394
5.860000  -1.023886 -1.023886 -1.023886
5.880000  -1.020403 -1.020403 -1.020403
5.900000  -1.016943 -1.016943 -1.016943
5.920000  -1.013508 -1.013508 -1.013508
5.940000  -1.010095 -1.010095 -1.010095
5.960000  -1.006706 -1.006706 -1.006706
5.980000  -1.003339 -1.003339 -1.003339
6.000000  -0.999995 -0.999995 -0.999995
6.020000  -0.996673 -0.996673 -0.996673
6.040000  -0.993374 -0.993374 -0.993374
6.060000  -0.990097 -0.990097 -0.990097
6.080000  -0.986840 -0.986840 -0.986840
6.100000  -0.983605 -0.983605 -0.983605
6.120000  -0.980391 -0.980391 -0.980391
6.140000  -0.977198 -0.977198 -0.977198
6.160000  -0.974026 -0.974026 -0.974026
6.180000  -0.970874 -0.970874 -0.970874
6.200000  -0.967742 -0.967742 -0.967742
6.220000  -0.964630 -0.964630 -0.964630
6.240000  -0.961538 -0.961538 -0.961538
6.260000  -0.958465 -0.958465 -0.958465
6.280000  -0.955412 -0.955412 -0.955412
6.300000  -0.952379 -0.952379 -0.952379
6.320000  -0.949364 -0.949364 -0.949364
6.340000  -0.946369 -0.946369 -0.946369
6.360000  -0.943393 -0.943393 -0.943393
6.380000  -0.940435 -0.940435 -0.940435
6.400000  -0.937496 -0.937496 -0.937496
6.420000  -0.934576 -0.934576 -0.934576
6.440000  -0.931674 -0.931674 -0.931674
6.460000  -0.928790 -0.928790 -0.928790
6.480000  -0.925924 -0.925924 -0.925924
6.500000  -0.923076 -0.923076 -0.923076
6.520000  -0.920246 -0.920246 -0.920246
6.540000  -0.917432 -0.917432 -0.917432
6.560000  -0.914636 -0.914636 -0.914636
6.580000  -0.911858 -0.911858 -0.911858
6.600000  -0.909096 -0.909096 -0.909096
6.620000  -0.906350 -0.906350 -0.906350
6.640000  -0.903621 -0.903621 -0.903621
6.660000  -0.900909 -0.900909 -0.900909
6.680000  -0.898212 -0.898212 -0.898212
6.700000  -0.895531 -0.895531 -0.895531
6.720000  -0.892865 -0.892865 -0.892865
6.740000  -0.890216 -0.890216 -0.890216
6.760000  -0.887582 -0.887582 -0.887582
6.780000  -0.884963 -0.884963 -0.884963
6.800000  -0.882359 -0.882359 -0.882359
6.820000  -0.879771 -0.879771 -0.879771
6.840000  -0.877197 -0.877197 -0.877197
