Fe
8.000000 56.000000 3
2.291856 2.834512 2.291856 2.379362 
501 0.020000
  0.00000962  -4.64203894  -6.38867520 -17.11920321  -9.73559622
  0.02000000  -4.64248546  -6.38912159 -17.11964795  -9.73604241
  0.04000000  -4.64179381  -6.38842790 -17.11892968  -9.73534584
  0.06000000  -4.63908597  -6.38571128 -17.11610665  -9.73261673
  0.08000000  -4.63246949  -6.37907115 -17.10918066  -9.72594304
  0.10000000  -4.62042531  -6.36697714 -17.09648557  -9.71377842
  0.12000000  -4.60261852  -6.34907985 -17.07749907  -9.69575303
  0.14000000  -4.57984677  -6.32615925 -17.05279232  -9.67262214
  0.16000000  -4.55335789  -6.29944234 -17.02334910  -9.64558382
  0.18000000  -4.52430960  -6.27006300 -16.99002738  -9.61573898
  0.20000000  -4.49359485  -6.23888725 -16.95338667  -9.58391680
  0.22000000  -4.46186271  -6.20653432 -16.91371134  -9.55069599
  0.24000000  -4.42958556  -6.17344381 -16.87108033  -9.51647218
  0.26000000  -4.39711700  -6.13993375 -16.82542802  -9.48151617
  0.28000000  -4.36473152  -6.10624039 -16.77658697  -9.44601399
  0.30000000  -4.33264963  -6.07254334 -16.72431641  -9.41009235
  0.32000000  -4.30105331  -6.03898124 -16.66832126  -9.37383452
  0.34000000  -4.27009559  -6.00566141 -16.60826550  -9.33729034
  0.36000000  -4.23990654  -5.97266603 -16.54378218  -9.30048267
  0.38000000  -4.21059720  -5.94005621 -16.47448142  -9.26341182
  0.40000000  -4.18226226  -5.90787485 -16.39995745  -9.22605873
  0.42000000  -4.15498201  -5.87614883 -16.31979498  -9.18838749
  0.44000000  -4.12882398  -5.84489081 -16.23357528  -9.15034755
  0.46000000  -4.10384432  -5.81410089 -16.14088224  -9.11187566
  0.48000000  -4.08008909  -5.78376814 -16.04130817  -9.07289784
  0.50000000  -4.05759553  -5.75387217 -15.93445973  -9.03333127
  0.52000000  -4.03639337  -5.72438466 -15.81996374  -8.99308622
  0.54000000  -4.01650599  -5.69527096 -15.69747282  -8.95206797
  0.56000000  -3.99795171  -5.66649161 -15.56667099  -8.91017876
  0.58000000  -3.98074492  -5.63800390 -15.42727898  -8.86731964
  0.60000000  -3.96489724  -5.60976334 -15.27905927  -8.82339236
  0.62000000  -3.95041847  -5.58172508 -15.12182078  -8.77830108
  0.64000000  -3.93731755  -5.55384521 -14.95542313  -8.73195401
  0.66000000  -3.92560324  -5.52608193 -14.77978039  -8.68426496
  0.68000000  -3.91528474  -5.49839659 -14.59486432  -8.63515457
  0.70000000  -3.90637211  -5.47075454 -14.40070695  -8.58455155
  0.72000000  -3.89887643  -5.44312581 -14.19740256  -8.53239360
  0.74000000  -3.89280988  -5.41548561 -13.98510894  -8.47862814
  0.76000000  -3.88818553  -5.38781465 -13.76404799  -8.42321287
  0.78000000  -3.88501706  -5.36009928 -13.53450554  -8.36611614
  0.80000000  -3.88331820  -5.33233144 -13.29683051  -8.30731704
  0.82000000  -3.88310210  -5.30450850 -13.05143330  -8.24680544
  0.84000000  -3.88438058  -5.27663293 -12.79878357  -8.18458178
