Pb
4.000000 207.000000 4
1.173516 1.582897 2.032347 1.582897 1.582897 
501 0.020000
  0.00000305   6.34801139  -0.26583882  -0.04396138  -3.50395012  -2.86607861
  0.02000000   6.34623217   0.02795368  -1.05497620  -3.31143116  -2.86678359
  0.04000000   6.33515559   0.02656354  -1.05901644  -3.31606827  -2.86979181
  0.06000000   6.31271100   0.02248176  -1.06439192  -3.32366462  -2.80961074
  0.08000000   6.27864407   0.01556828  -1.07088162  -3.33409472  -2.81948358
  0.10000000   6.23331603   0.00591779  -1.07833676  -3.34714889  -2.83199583
  0.12000000   6.17735675  -0.00627681  -1.08664209  -3.36258383  -2.84691141
  0.14000000   6.11149280  -0.02078951  -1.09570382  -3.38015261  -2.86398597
  0.16000000   6.03644295  -0.03739945  -1.10544490  -3.39962453  -2.88298958
  0.18000000   5.95296790  -0.05587246  -1.11579717  -3.42076687  -2.90368843
  0.20000000   5.86189494  -0.07595085  -1.12669667  -3.44333455  -2.92583452
  0.22000000   5.76404195  -0.09737962  -1.13808488  -3.46708778  -2.94918455
  0.24000000   5.66014557  -0.11993138  -1.14991062  -3.49180931  -2.97351836
  0.26000000   5.55088276  -0.14339771  -1.16212778  -3.51729723  -2.99863150
  0.28000000   5.43690477  -0.16757586  -1.17469279  -3.54335447  -3.02432425
  0.30000000   5.31879122  -0.19228507  -1.18756622  -3.56980052  -3.05041407
  0.32000000   5.19697824  -0.21739306  -1.20071593  -3.59649076  -3.07675605
  0.34000000   5.07173451  -0.24282552  -1.21411818  -3.62332343  -3.10325031
  0.36000000   4.94318807  -0.26855719  -1.22775627  -3.65023284  -3.12983498
  0.38000000   4.81137591  -0.29459435  -1.24161809  -3.67717646  -3.15647252
  0.40000000   4.67629393  -0.32095695  -1.25569366  -3.70412154  -3.18313571
  0.42000000   4.53793604  -0.34766455  -1.26997318  -3.73103466  -3.20979660
  0.44000000   4.39631891  -0.37472734  -1.28444572  -3.75787507  -3.23641949
  0.46000000   4.25149328  -0.40214221  -1.29909868  -3.78459171  -3.26295774
  0.48000000   4.10354466  -0.42989270  -1.31391766  -3.81112320  -3.28935383
  0.50000000   3.95258709  -0.45795177  -1.32888687  -3.83739987  -3.31554142
  0.52000000   3.79875360  -0.48628581  -1.34398956  -3.86334681  -3.34144857
  0.54000000   3.64218659  -0.51485888  -1.35920867  -3.88888707  -3.36700118
  0.56000000   3.48303050  -0.54363619  -1.37452724  -3.91394431  -3.39212570
  0.58000000   3.32142823  -0.57258614  -1.38992873  -3.93844440  -3.41675090
  0.60000000   3.15752163  -0.60168088  -1.40539711  -3.96231595  -3.44080840
  0.62000000   2.99145517  -0.63089549  -1.42091674  -3.98548981  -3.46423210
  0.64000000   2.82338145  -0.66020648  -1.43647216  -4.00789799  -3.48695713
  0.66000000   2.65346664  -0.68959012  -1.45204788  -4.02947257  -3.50891863
  0.68000000   2.48189433  -0.71902134  -1.46762819  -4.05014494  -3.53005099
  0.70000000   2.30886717  -0.74847341  -1.48319710  -4.06984570  -3.55028767
  0.72000000   2.13460633  -0.77791844  -1.49873843  -4.08850508  -3.56956178
  0.74000000   1.95934932  -0.80732847  -1.51423594  -4.10605398  -3.58780705
  0.76000000   1.78334712  -0.83667684  -1.52967351  -4.12242501  -3.60495907
  0.78000000   1.60686137  -0.86593940  -1.54503540  -4.13755367  -3.62095647
  0.80000000   1.43016212  -0.89509558  -1.56030632  -4.15137922  -3.63574191
  0.82000000   1.25352635  -0.92412893  -1.57547161  -4.16384533  -3.64926277
  0.84000000   1.07723721  -0.95302741  -1.59051729  -4.17490038  -3.66147152
  0.86000000   0.90158392  -0.98178319  -1.60543004  -4.18449756  -3.67232585
  0.88000000   0.72686191  -1.01039230  -1.62019719  -4.19259476  -3.68178855
  0.90000000   0.55337316  -1.03885401  -1.63480664  -4.19915429  -3.68982728
  0.92000000   0.38142647  -1.06717020  -1.64924679  -4.20414253  -3.69641422
  0.94000000   0.21133745  -1.09534457  -1.66350645  -4.20752956  -3.70152572
  0.96000000   0.04342825  -1.12338192  -1.67757473  -4.20928882  -3.70514189
  0.98000000  -0.12197317  -1.15128749  -1.69144096  -4.20939668  -3.70724629
  1.00000000  -0.28453417  -1.17906629  -1.70509457  -4.20783217  -3.70782556
  1.02000000  -0.44391896  -1.20672254  -1.71852501  -4.20457672  -3.70686921
  1.04000000  -0.59979058  -1.23425916  -1.73172166  -4.19961391  -3.70436935
  1.06000000  -0.75181321  -1.26167738  -1.74467380  -4.19292933  -3.70032057
  1.08000000  -0.89965482  -1.28897637  -1.75737045  -4.18451047  -3.69471982
  1.10000000  -1.04299005  -1.31615296  -1.76980042  -4.17434666  -3.68756629
  1.12000000  -1.18150331  -1.34320144  -1.78195215  -4.16242906  -3.67886147
  1.14000000  -1.31489198  -1.37011340  -1.79381376  -4.14875066  -3.66860907
  1.16000000  -1.44286969  -1.39687761  -1.80537295  -4.13330641  -3.65681512
  1.18000000  -1.56516954  -1.42348002  -1.81661699  -4.11609325  -3.64348799
  1.20000000  -1.68154726  -1.44990368  -1.82753270  -4.09711029  -3.62863850
  1.22000000  -1.79178420  -1.47612881  -1.83810645  -4.07635895  -3.61228001
  1.24000000  -1.89569010  -1.50213285  -1.84832412  -4.05384314  -3.59442851
  1.26000000  -1.99310555  -1.52789056  -1.85817115  -4.02956949  -3.57510274
  1.28000000  -2.08390414  -1.55337414  -1.86763250  -4.00354751  -3.55432431
  1.30000000  -2.16799421  -1.57855336  -1.87669272  -3.97578988  -3.53211782
  1.32000000  -2.24532019  -1.60339575  -1.88533595  -3.94631267  -3.50851093
  1.34000000  -2.31586338  -1.62786678  -1.89354596  -3.91513562  -3.48353452
  1.36000000  -2.37964242  -1.65193006  -1.90130621  -3.88228234  -3.45722273
  1.38000000  -2.43671308  -1.67554759  -1.90859990  -3.84778064  -3.42961307
  1.40000000  -2.48716769  -1.69868000  -1.91541004  -3.81166273  -3.40074643
  1.42000000  -2.53113399  -1.72128679  -1.92171952  -3.77396553  -3.37066721
  1.44000000  -2.56877357  -1.74332660  -1.92751121  -3.73473083  -3.33942324
  1.46000000  -2.60027980  -1.76475752  -1.93276801  -3.69400559  -3.30706584
  1.48000000  -2.62587540  -1.78553733  -1.93747301  -3.65184211  -3.27364980
  1.50000000  -2.64580966  -1.80562386  -1.94160955  -3.60829816  -3.23923324
  1.52000000  -2.66035529  -1.82497523  -1.94516136  -3.56343720  -3.20387763
  1.54000000  -2.66980510  -1.84355020  -1.94811264  -3.51732842  -3.16764757
  1.56000000  -2.67446839  -1.86130845  -1.95044825  -3.47004679  -3.13061071
  1.58000000  -2.67466738  -1.87821089  -1.95215376  -3.42167309  -3.09283752
  1.60000000  -2.67073339  -1.89421996  -1.95321563  -3.37229380  -3.05440108
  1.62000000  -2.66300325  -1.90929993  -1.95362133  -3.32200103  -3.01537682
  1.64000000  -2.65181560  -1.92341717  -1.95335944  -3.27089226  -2.97584220
  1.66000000  -2.63750746  -1.93654045  -1.95241984  -3.21907013  -2.93587645
  1.68000000  -2.62041098  -1.94864116  -1.95079376  -3.16664201  -2.89556012
  1.70000000  -2.60085040  -1.95969359  -1.94847396  -3.11371964  -2.85497476
  1.72000000  -2.57913931  -1.96967513  -1.94545482  -3.06041857  -2.81420248
  1.74000000  -2.55557832  -1.97856649  -1.94173249  -3.00685759  -2.77332550
  1.76000000  -2.53045294  -1.98635188  -1.93730493  -2.95315804  -2.73242571
  1.78000000  -2.50403195  -1.99301916  -1.93217208  -2.89944308  -2.69158418
  1.80000000  -2.47656609  -1.99855999  -1.92633589  -2.84583686  -2.65088069
  1.82000000  -2.44828711  -2.00296990  -1.91980045  -2.79246366  -2.61039326
  1.84000000  -2.41940720  -2.00624843  -1.91257202  -2.73944699  -2.57019764
  1.86000000  -2.39011874  -2.00839909  -1.90465911  -2.68690858  -2.53036687
  1.88000000  -2.36059442  -2.00942948  -1.89607252  -2.63496747  -2.49097081
  1.90000000  -2.33098754  -2.00935118  -1.88682538  -2.58373895  -2.45207573
  1.92000000  -2.30143266  -2.00817978  -1.87693315  -2.53333368  -2.41374387
  1.94000000  -2.27204640  -2.00593476  -1.86641363  -2.48385662  -2.37603314
  1.96000000  -2.24292844  -2.00263941  -1.85528698  -2.43540624  -2.33899675
  1.98000000  -2.21416266  -1.99832069  -1.84357565  -2.38807357  -2.30268294
  2.00000000  -2.18581835  -1.99300906  -1.83130437  -2.34194151  -2.26713478
  2.02000000  -2.15795149  -1.98673830  -1.81850006  -2.29708409  -2.23238996
  2.04000000  -2.13060608  -1.97954531  -1.80519180  -2.25356592  -2.19848072
  2.06000000  -2.10381544  -1.97146981  -1.79141069  -2.21144173  -2.16543375
  2.08000000  -2.07760349  -1.96255416  -1.77718978  -2.17075605  -2.13327022
  2.10000000  -2.05198596  -1.95284302  -1.76256391  -2.13154297  -2.10200584
  2.12000000  -2.02697160  -1.94238306  -1.74756962  -2.09382614  -2.07165093
