Ga
3.000000 70.000000 3
1.300000 1.600000 1.600000 1.506129 
501 0.020000
  0.00000806   0.48230932  -1.47227919   0.10814083  -2.29338086
  0.02000000   0.48548215  -1.48766635  -0.72971596  -2.22814168
  0.04000000   0.48885871  -1.48816921  -0.73922066  -2.23088330
  0.06000000   0.49049739  -1.48964919  -0.75174906  -2.23533627
  0.08000000   0.48974185  -1.49221051  -0.76679984  -2.24148737
  0.10000000   0.48632202  -1.49586884  -0.78406707  -2.24927816
  0.12000000   0.48016730  -1.50059066  -0.80332834  -2.25861897
  0.14000000   0.47130701  -1.50631866  -0.82440836  -2.26940631
  0.16000000   0.45981264  -1.51298759  -0.84716345  -2.28153524
  0.18000000   0.44578299  -1.52052718  -0.87147105  -2.29489995
  0.20000000   0.42934635  -1.52885988  -0.89722216  -2.30938983
  0.22000000   0.41066104  -1.53789977  -0.92431649  -2.32488718
  0.24000000   0.38990707  -1.54755471  -0.95266023  -2.34126900
  0.26000000   0.36727041  -1.55773139  -0.98216573  -2.35841197
  0.28000000   0.34292694  -1.56834061  -1.01275172  -2.37619785
  0.30000000   0.31703473  -1.57929971  -1.04434308  -2.39451594
  0.32000000   0.28973851  -1.59053091  -1.07686920  -2.41326096
  0.34000000   0.26118154  -1.60195688  -1.11026173  -2.43232819
  0.36000000   0.23151406  -1.61349757  -1.14445275  -2.45160981
  0.38000000   0.20089191  -1.62507054  -1.17937437  -2.47099517
  0.40000000   0.16946692  -1.63659424  -1.21495942  -2.49037435
  0.42000000   0.13737519  -1.64799224  -1.25114258  -2.50964259
  0.44000000   0.10472798  -1.65919653  -1.28786126  -2.52870393
  0.46000000   0.07160693  -1.67014949  -1.32505602  -2.54747323
  0.48000000   0.03806307  -1.68080451  -1.36267055  -2.56587679
  0.50000000   0.00411869  -1.69112558  -1.40065140  -2.58385193
  0.52000000  -0.03022911  -1.70108641  -1.43894744  -2.60134593
  0.54000000  -0.06500398  -1.71066915  -1.47750927  -2.61831461
  0.56000000  -0.10024562  -1.71986304  -1.51628866  -2.63472089
  0.58000000  -0.13600504  -1.72866302  -1.55523789  -2.65053322
  0.60000000  -0.17234016  -1.73706846  -1.59430922  -2.66572424
  0.62000000  -0.20931181  -1.74508202  -1.63345439  -2.68026948
  0.64000000  -0.24698023  -1.75270862  -1.67262419  -2.69414630
  0.66000000  -0.28540199  -1.75995458  -1.71176805  -2.70733301
